study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2622415	ERS492277	ERX1782284	ERR1712201	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	9748647	1774143964	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AFHAOSW_3_662YWAAXX.IND9	756914810;745524855	af6a352b8d6dae83298c61bb76b459b8;2211d161995c5eab0b49e9ae8194efb7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712201/ERR1712201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712201/ERR1712201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFHAOSW_3_1_662YWAAXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFHAOSW_3_2_662YWAAXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFHAOSW_3_1_662YWAAXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFHAOSW_3_2_662YWAAXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712201	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712201		TARA_N000001748	TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001748
PRJEB6609	SAMEA2621006	ERS490241	ERX1782189	ERR1712202	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	26521826	4634553202	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ABQAOSW_3_D0KDVACXX.IND4	2279389005;1936247204	3e4cb692ae9c4d53674007e2f8dee63e;a084126c9ff944e79f166d7d54a4ece7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712202/ERR1712202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712202/ERR1712202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABQAOSW_3_1_D0KDVACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABQAOSW_3_2_D0KDVACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABQAOSW_3_1_D0KDVACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABQAOSW_3_2_D0KDVACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712202	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712202		TARA_N000000713	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MB_M_(700 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000000713
PRJEB6609	SAMEA2732085	ERS494545	ERX1782164	ERR1712203	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	161134689	29111790424	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CEEBOSW_7_C1K23ACXX.IND7	13220510558;11715943863	db84d876a482ab15ab075544845a0b03;e337a49d10c1bbc0f21c49dba7a5fc27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712203/ERR1712203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712203/ERR1712203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CEEBOSW_7_1_C1K23ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CEEBOSW_7_2_C1K23ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CEEBOSW_7_1_C1K23ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CEEBOSW_7_2_C1K23ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712203	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712203		TARA_N000002745	TARA_20120309T1242Z_151_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002745
PRJEB6609	SAMEA2657078	ERS490911	ERX1782475	ERR1712204	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33849064	5808994510	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AQVAOSW_5_C19DWACXX.IND1	2664319102;2256020280	1c3f2a2fffb0255ff12175b37a3a9ab6;e1d85946f9883388e097eb33b1a6dbc9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712204/ERR1712204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712204/ERR1712204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQVAOSW_5_1_C19DWACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQVAOSW_5_2_C19DWACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQVAOSW_5_1_C19DWACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQVAOSW_5_2_C19DWACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712204	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712204		TARA_N000001394	TARA_20101206T1232Z_082_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001394
PRJEB6609	SAMEA2620939	ERS490134	ERX1782451	ERR1712205	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32604167	5828858356	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AIKAOSW_8_D0YGFACXX.IND2	2616583252;2326256148	370f12cef5b4304d3c8e3301f2d2f8bc;d31f918cd22b2d19c3926069c63aaa39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712205/ERR1712205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712205/ERR1712205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_8_1_D0YGFACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_8_2_D0YGFACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_8_1_D0YGFACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_8_2_D0YGFACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712205	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712205		TARA_N000000805	TARA_20100715T1222Z_066_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000805
PRJEB6609	SAMEA2619554	ERS488153	ERX1782201	ERR1712206	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	27751443	4822526796	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BKFAOSW_8_C16L4ACXX.IND2	2008713245;1835092947	2f8646937949862bb3a9c148b27f1ae3;f9a5e63aa1dd51383e2325d331152c0b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712206/ERR1712206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712206/ERR1712206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BKFAOSW_8_1_C16L4ACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BKFAOSW_8_2_C16L4ACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BKFAOSW_8_1_C16L4ACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BKFAOSW_8_2_C16L4ACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712206	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712206		TARA_X000001043	TARA_20090928T1659Z_009_EVENT_PUMP_P_D_(55 m)_PROT_NUC-DNA(1L)_W5-20_TARA_X000001043
PRJEB6609	SAMEA2657070	ERS492669	ERX1782126	ERR1712207	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	31712113	5492069835	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ACAAOSW_1_C0BULACXX.IND5	2451535900;2132854843	125bcdd32c00a0d92c35e05edbce7625;1dfd1d8b4b268cd01bd92a8fcba583f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712207/ERR1712207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712207/ERR1712207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACAAOSW_1_1_C0BULACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACAAOSW_1_2_C0BULACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACAAOSW_1_1_C0BULACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACAAOSW_1_2_C0BULACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712207	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712207		TARA_N000001943	TARA_20110727T0127Z_122_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001943
PRJEB6609	SAMEA2657015	ERS488506	ERX1782377	ERR1712208	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	101654204	17620010193	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AVXAOSW_6_C2NHPACXX.IND13	6950611794;6137044946	61a19106d299dc18b78a98da1c97a314;15ff8c2e05fe20c0b98c19e12dfa060c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712208/ERR1712208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712208/ERR1712208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVXAOSW_6_1_C2NHPACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVXAOSW_6_2_C2NHPACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVXAOSW_6_1_C2NHPACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVXAOSW_6_2_C2NHPACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712208	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712208		TARA_A100000402	TARA_20091123T1102Z_025_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000402
PRJEB6609	SAMEA2657110	ERS488896	ERX1782442	ERR1712209	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40564074	7556113612	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALQAOSW_4_D11YVACXX.IND2	3461401616;3213679847	18d0f8081a475e081743740ede781632;ed921197bf4dc0ce4d8aa3472fc5b699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712209/ERR1712209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712209/ERR1712209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALQAOSW_4_1_D11YVACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALQAOSW_4_2_D11YVACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALQAOSW_4_1_D11YVACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALQAOSW_4_2_D11YVACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712209	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712209		TARA_N000000011	TARA_20100318T0505Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000011
PRJEB6609	SAMEA2623989	ERS494711	ERX1782321	ERR1712210	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	56411657	10182056233	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CGBAOSW_8_C1K33ACXX.IND10	4880389109;4280261000	e402449f544ebb86eefcf307dc12f9dc;f987704db0e36f60b295be69fe9d337b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712210/ERR1712210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712210/ERR1712210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CGBAOSW_8_1_C1K33ACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CGBAOSW_8_2_C1K33ACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CGBAOSW_8_1_C1K33ACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CGBAOSW_8_2_C1K33ACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712210	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712210		TARA_N000002817	TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000002817
PRJEB6609	SAMEA2620072	ERS488886	ERX1782338	ERR1712211	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33799916	6156386482	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALPAOSW_1_D14FJACXX.IND2	2787101694;2506007304	3c014c545e7dfd79370b41c8d2451e91;a6c1e17cdaa4731c527710cb5b5fa917	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712211/ERR1712211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712211/ERR1712211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALPAOSW_1_1_D14FJACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALPAOSW_1_2_D14FJACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALPAOSW_1_1_D14FJACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALPAOSW_1_2_D14FJACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712211	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712211		TARA_N000000008	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000008
PRJEB6609	SAMEA2731846	ERS494412	ERX1782196	ERR1712212	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	171969979	32004224587	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CDMAOSW_5_C1K23ACXX.IND2	14534308706;13497326704	87d6b02b6668f78aceb3b64671e49bcb;3c9380e2beab1706ccddc4644a86c24f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712212/ERR1712212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712212/ERR1712212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CDMAOSW_5_1_C1K23ACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CDMAOSW_5_2_C1K23ACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CDMAOSW_5_1_C1K23ACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CDMAOSW_5_2_C1K23ACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712212	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712212		TARA_N000002141	TARA_20120301T1301Z_149_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002141
PRJEB6609	SAMEA2620205	ERS489054	ERX1782278	ERR1712213	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	36100102	6748281349	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AMHAOSW_4_D11KBACXX.IND6	3082713970;2945739865	f73fae1045c241e376afcac543f20e7b;f0fc3ebb22e64b197a72edb81caac1e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712213/ERR1712213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712213/ERR1712213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMHAOSW_4_1_D11KBACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMHAOSW_4_2_D11KBACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMHAOSW_4_1_D11KBACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMHAOSW_4_2_D11KBACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712213	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712213		TARA_N000000073	TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000073
PRJEB6609	SAMEA2657086	ERS491854	ERX1782222	ERR1712214	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	45428539	8326259988	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ANMAOSW_7_C0URDACXX.IND11	3592220330;3540990866	371add8e9e0e918c5e7e95448ae57b45;796ef0300c2e6373c270ee4b6de7619e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712214/ERR1712214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712214/ERR1712214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ANMAOSW_7_1_C0URDACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ANMAOSW_7_2_C0URDACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ANMAOSW_7_1_C0URDACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ANMAOSW_7_2_C0URDACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712214	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712214		TARA_N000001616	TARA_20110415T1327Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001616
PRJEB6609	SAMEA2657053	ERS490473	ERX1782453	ERR1712215	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	123397736	20848649514	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ASDAOSW_8_D1N1MACXX.IND5	9109236737;8695383066	d415a1dc7f8f898526c032cf296b9933;1744a5c06ecefbdc399531e1c83d096d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712215/ERR1712215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712215/ERR1712215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASDAOSW_8_1_D1N1MACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASDAOSW_8_2_D1N1MACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASDAOSW_8_1_D1N1MACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASDAOSW_8_2_D1N1MACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712215	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712215		TARA_N000000845	TARA_20101005T1406Z_072_EVENT_NET_N1+N2_D_(100 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000845
PRJEB6609	SAMEA2620939	ERS490134	ERX1782188	ERR1712216	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	124591458	21949573358	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AIKAOSW_5_C19BDACXX.IND2	9947304463;8757050091	bfb76880504cbe54a5b5edd6a187a756;07f506cee8bac400a8393e8b187b6739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712216/ERR1712216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712216/ERR1712216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_5_1_C19BDACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_5_2_C19BDACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_5_1_C19BDACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIKAOSW_5_2_C19BDACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712216	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712216		TARA_N000000805	TARA_20100715T1222Z_066_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000805
PRJEB6609	SAMEA2732954	ERS490583	ERX1782318	ERR1712217	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	149710422	26709043455	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CKHBOSW_2_D25F8ACXX.IND20	12980456571;11447567750	b8c132ebe88494a7dcaf5f47583cf427;96e8b97619991d961e5e2b8250511823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712217/ERR1712217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712217/ERR1712217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_2_1_D25F8ACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_2_2_D25F8ACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_2_1_D25F8ACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_2_2_D25F8ACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712217	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712217		TARA_N000000864	TARA_20101016T1245Z_076_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000864
