study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	fastq_md5	fastq_ftp	submitted_bytes	sra_ftp	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB6609	SAMEA2623397	ERS493829	ERX1782408	ERR1712000	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	95306586	4441f034fbf2c57f34532e6371872498;f390de1c1b45b263253bb4e3564ced8c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712000/ERR1712000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712000/ERR1712000_2.fastq.gz	7283076225;6776125497	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712000			TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MB_M_(450 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002997
PRJEB6609	SAMEA2657102	ERS490712	ERX1782409	ERR1712001	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	148807047	bd89fefaf0d9252a8ef150461c6268d7;57bd8ee1935903e2bd8c26a19db2a200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712001/ERR1712001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712001/ERR1712001_2.fastq.gz	10725936731;10216829624	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712001			TARA_20101104T2013Z_078_EVENT_NET_N1+N2_D_(120 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001512
PRJEB6609	SAMEA2730995	ERS489489	ERX1782366	ERR1712002	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	161952705	5f59eeabbf5176bbf45a43e1a5e7804f;36e5c442a2b5a456f7e8822e5f824a7f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712002/ERR1712002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712002/ERR1712002_2.fastq.gz	11942088021;11473821560	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712002			TARA_20100511T0945Z_051_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000193
PRJEB6609	SAMEA2732042	ERS493092	ERX1782357	ERR1712003	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	65560484	c6535eaae175f5906c488240f920665b;a739307eee9748fe4899f3d026e4367a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712003/ERR1712003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712003/ERR1712003_2.fastq.gz	4800035197;4412799137	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712003			TARA_20110905T1707Z_128_EVENT_NET_N1_D_(40 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002295
PRJEB6609	SAMEA2619398	ERS487921	ERX1782382	ERR1712004	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	141239376	1104aa2625983197c79b3ba35917120b;279fd158d7702daf271daf5f5ff04e20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712004/ERR1712004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712004/ERR1712004_2.fastq.gz	10187120550;9705476875	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712004			TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000325
PRJEB6609	SAMEA2620204	ERS489053	ERX1782354	ERR1712005	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	37423695	b9085cb42939a095bf362ca8daf9888b;d13510c123de63813281901ee5154d87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712005/ERR1712005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712005/ERR1712005_2.fastq.gz	2690428513;2550533477	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712005			TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000071
PRJEB6609	SAMEA2619798	ERS488534	ERX1782187	ERR1712006	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44464834	20effd037276b5fa61c5dca20992dfbd;12912e199d0aa85fd260f84e3412df03	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712006/ERR1712006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712006/ERR1712006_2.fastq.gz	3092488319;2594408776	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712006			TARA_20091124T0740Z_026_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_E400007200
PRJEB6609	SAMEA2619554	ERS488153	ERX1782383	ERR1712007	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	120154971	9009b317c4a2602d46724f447d25613b;719c5b295df68626c6886df125251dca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712007/ERR1712007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712007/ERR1712007_2.fastq.gz	8100415059;7502603478	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712007			TARA_20090928T1659Z_009_EVENT_PUMP_P_D_(55 m)_PROT_NUC-DNA(1L)_W5-20_TARA_X000001043
PRJEB6609	SAMEA2621440	ERS490945	ERX1782254	ERR1712008	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	131856457	c9056cc7bb78d274d4abe25110bedf0c;ac16ce6dbcbed3be626f1d6a542dd659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712008/ERR1712008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712008/ERR1712008_2.fastq.gz	10005254172;8970598690	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712008			TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000001396
PRJEB6609	SAMEA2621789	ERS491431	ERX1782389	ERR1712009	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	20168183	88da8bcc0b98c183c5143bed51cfdbf4;d5a39d64df79dd0bbe325fb8c105cdf1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712009/ERR1712009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712009/ERR1712009_2.fastq.gz	1539400086;1557428585	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712009			TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001306
PRJEB6609	SAMEA2623950	ERS494662	ERX1782330	ERR1712010	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	45743180	b218ffe97b2228326f3c02ae6554509d;64233480b367524af0667d30076b81b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712010/ERR1712010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712010/ERR1712010_2.fastq.gz	3495994278;3264714648	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712010			TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002803
PRJEB6609	SAMEA2656960	ERS488712	ERX1782300	ERR1712011	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	20365198	abd4d0d23eae234a887ba2c0a4a7d17f;e2c2e3ef8ec82bf9e7d6ef2491c6276c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712011/ERR1712011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712011/ERR1712011_2.fastq.gz	1519626642;1442231038	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712011			TARA_20100312T0606Z_036_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000311
PRJEB6609	SAMEA2657110	ERS488896	ERX1782393	ERR1712012	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	167562486	71ea95ea7d8ccdfbf8c0821296f70aa3;50c75a8b59ecfeaca8dfe82c0ec12060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712012/ERR1712012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712012/ERR1712012_2.fastq.gz	13850201190;12992303772	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712012			TARA_20100318T0505Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000011
PRJEB6609	SAMEA2621832	ERS491483	ERX1782362	ERR1712013	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	148274488	bd6b83a0898f9f4f5543819e07cf5786;060c1d52f4cdfe13c4aca332ce2983dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712013/ERR1712013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712013/ERR1712013_2.fastq.gz	11268862629;10656991080	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712013			TARA_20110312T1937Z_093_Combined-EVENTS_CAST_MB_D_(35 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001098
PRJEB6609	SAMEA2732453	ERS493776	ERX1782400	ERR1712014	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	134816048	b7cca7f9e23111649bacd15002ea7b68;a3b5ac9c19163f6b53b7ecd821f5d89f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712014/ERR1712014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712014/ERR1712014_2.fastq.gz	9596095292;8650360202	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712014			TARA_20111210T1934Z_138_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003003
PRJEB6609	SAMEA2619685	ERS488353	ERX1782398	ERR1712015	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	135024071	92b104f27047a845ba67e5fa42a98d00;1a0346579e8af1f3cbf2d2637a898d71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712015/ERR1712015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712015/ERR1712015_2.fastq.gz	11308646744;11552490646	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712015			TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000602
PRJEB6609	SAMEA2657002	ERS488539	ERX1782456	ERR1712016	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	121842011	30d7cf3d23258eb07310b9e79209f061;e7800aebd254303869d9c45e6b198dd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712016/ERR1712016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712016/ERR1712016_2.fastq.gz	8830584201;9099932271	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712016			TARA_20091124T0744Z_026_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_S400007202
PRJEB6609	SAMEA2620581	ERS489596	ERX1782171	ERR1712017	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32351367	5e759946e2092bd41842730b9a4f43bf;79c696eaf43770c8a71bed169095d022	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712017/ERR1712017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712017/ERR1712017_2.fastq.gz	2424372508;2100767511	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712017			TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000600
PRJEB6609	SAMEA2656995	ERS489067	ERX1782267	ERR1712018	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	150933666	bfbc46920c4067ed40885deab81a8dee;a783559ba8bd231fdb2affeeb1ab039f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712018/ERR1712018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712018/ERR1712018_2.fastq.gz	11988102031;10958054627	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712018			TARA_20100330T0917Z_041_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000075
PRJEB6609	SAMEA2656997	ERS489556	ERX1782313	ERR1712019	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44324573	440c387946f136dc3aac155e3f26be6b;4ffae34aff23bf3398e70b7811578ba7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712019/ERR1712019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712019/ERR1712019_2.fastq.gz	3463627136;3120877554	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712019			TARA_20100517T0545Z_052_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000570
PRJEB6609	SAMEA2732785	ERS493274	ERX1782114	ERR1712020	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	166968147	1ddb88128519ebed1a69abc81f525eac;499b6e4321a713297a888b2f80f1c154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712020/ERR1712020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712020/ERR1712020_2.fastq.gz	13887312196;13800749996	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712020			TARA_20110930T2137Z_131_EVENT_NET_N1+N2_D_(110 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002362
PRJEB6609	SAMEA2621436	ERS490941	ERX1782358	ERR1712021	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38432935	cd8e744467c57e1469af4bda80f39f42;34649419ac4aa83a3eddf10ea34ab5b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712021/ERR1712021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712021/ERR1712021_2.fastq.gz	3140885510;2860175218	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712021			TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001384
PRJEB6609	SAMEA2619777	ERS488497	ERX1782443	ERR1712022	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32655236	5f84bbf3608782672a042d27dbb9750b;60b0a31ef52902c8edadb762eaeb6012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712022/ERR1712022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712022/ERR1712022_2.fastq.gz	2463297088;2155590126	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712022			TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000393
PRJEB6609	SAMEA2620204	ERS489053	ERX1782305	ERR1712023	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	127069915	1046839b33875f1787e9e6b7f79f5165;1346886b8790363d1e531d9f4fd63886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712023/ERR1712023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712023/ERR1712023_2.fastq.gz	9721707469;9472943515	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712023			TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000071
PRJEB6609	SAMEA2657013	ERS489974	ERX1782412	ERR1712024	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	128213121	b31a5c2dca8d140b92a92557e7a78344;deda4ffb70790114ed10b800f01903b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712024/ERR1712024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712024/ERR1712024_2.fastq.gz	8664014901;8067250254	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712024			TARA_20100707T0815Z_064_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000535
PRJEB6609	SAMEA2622415	ERS492277	ERX1782431	ERR1712025	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	174643613	2ac67b5d148181db64ffab1a62fa79c5;038e672f9677e3f6823fabbc4e6b598d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712025/ERR1712025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712025/ERR1712025_2.fastq.gz	13714293426;12959838388	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712025			TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001748
PRJEB6609	SAMEA2620403	ERS489312	ERX1782192	ERR1712026	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	151459649	b7d7707fd486f9852eaa59cc0c7523da;561d45dccbebbfbbc71722c0c136e446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712026/ERR1712026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712026/ERR1712026_2.fastq.gz	11383307619;11145646241	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712026			TARA_20100416T0444Z_047_EVENT_CAST_B7_D_(55 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_G000000124
PRJEB6609	SAMEA2732135	ERS493237	ERX1782304	ERR1712027	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44560215	fdf41ff34b2159a826d4b2cef686446d;b106297171fe737b76dacfe49409b5dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712027/ERR1712027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712027/ERR1712027_2.fastq.gz	3576171385;3342577753	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712027			TARA_20110930T0225Z_131_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002360
PRJEB6609	SAMEA2621498	ERS491012	ERX1782285	ERR1712028	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	37994009	cb61cf04545479a75f821d8b5e747c91;8a064005fba68e64b8fecbbf95ecc819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712028/ERR1712028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712028/ERR1712028_2.fastq.gz	3006941631;2725280931	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712028			TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001438
PRJEB6609	SAMEA2623506	ERS493999	ERX1782406	ERR1712029	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	152167132	87ec898d31a851ce3bb350d5c29c1122;b19cc7beb812ece692b454ca1edcd602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712029/ERR1712029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712029/ERR1712029_2.fastq.gz	11400622555;10667923416	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712029			TARA_20120109T2019Z_142_Combined-EVENTS_CAST_MB_D_(125 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000003102
PRJEB6609	SAMEA2657045	ERS488521	ERX1782317	ERR1712030	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	111550415	fcc6464cff8efc58e9517a1d992bc213;799219d42d633451db27ba6d6aed434e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712030/ERR1712030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712030/ERR1712030_2.fastq.gz	8286859043;7287311759	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712030			TARA_20091123T1620Z_025_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_E500000200
PRJEB6609	SAMEA2621208	ERS490552	ERX1782372	ERR1712031	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33410130	e159e9a1477b1c721b20af3bbe2b509a;aeb2da4ecaa71a9668b0f5cf73aefa2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712031/ERR1712031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712031/ERR1712031_2.fastq.gz	2566989513;2325304573	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712031			TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000852
PRJEB6609	SAMEA2731674	ERS494604	ERX1782422	ERR1712032	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	186036416	9401606b0cbbe1983a1b536c5d42c1ba;d86a1d63059f2473a6e8ff940b76cfe3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712032/ERR1712032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712032/ERR1712032_2.fastq.gz	14938026676;13384137436	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712032			TARA_20120319T0958Z_152_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002761
PRJEB6609	SAMEA2657020	ERS489574	ERX1782296	ERR1712033	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	41496893	3b2194e64659aec73760a98368f62ba9;9def35c820e0ed5e9172932da6f10eef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712033/ERR1712033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712033/ERR1712033_2.fastq.gz	3325739014;2869841414	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712033			TARA_20100517T1005Z_052_EVENT_NET_N1+N2_D_(75 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000585
PRJEB6609	SAMEA2623246	ERS493592	ERX1782262	ERR1712034	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	88463655	5e6f2aa2656f7c8203b5949dfe4b0da3;32d2fa09114c513ab5c5a6a8af69a699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712034/ERR1712034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712034/ERR1712034_2.fastq.gz	6194602645;6057066778	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712034			TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002172
PRJEB6609	SAMEA2730900	ERS489291	ERX1782213	ERR1712035	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	145011776	3532ed9f718ea2d3dace623e45c7f5bd;6eb4ebc6e3c4cbed8abd4da582713d11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712035/ERR1712035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712035/ERR1712035_2.fastq.gz	11099019713;11121559819	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712035			TARA_20100415T0604Z_046_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000270
PRJEB6609	SAMEA2623035	ERS493262	ERX1782149	ERR1712036	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40732472	d3759fa4ab2cd09aaa06e71a67713cc9;f510f5b50bc5e214d9370224dd8e7cd2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712036/ERR1712036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712036/ERR1712036_2.fastq.gz	3298373232;2930733003	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712036			TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002350
PRJEB6609	SAMEA2623989	ERS494711	ERX1782403	ERR1712037	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	161488645	c6dab31820ca269b3e6a73f6a2735fbb;d7452bca103d039de79166053cd57c0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712037/ERR1712037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712037/ERR1712037_2.fastq.gz	13368540895;11757066830	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712037			TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000002817
PRJEB6609	SAMEA2730652	ERS493980	ERX1782275	ERR1712038	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	162693040	bfcf0119f4aa98d03b3b4ad4020ab4da;6d727c0a0f402811fae5185f63d3b509	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712038/ERR1712038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712038/ERR1712038_2.fastq.gz	12456327087;12062717265	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712038			TARA_20120109T1926Z_142_EVENT_NET_N1+N2_D_(125 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003100
PRJEB6609	SAMEA2731714	ERS490468	ERX1782194	ERR1712039	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	158231895	3889eda4de4dd7e51c3c232ed2ee4e2a;69f19279b48ec9493d04d3291705b659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712039/ERR1712039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712039/ERR1712039_2.fastq.gz	12561865496;10954494189	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712039			TARA_20101005T1100Z_072_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000836
PRJEB6609	SAMEA2732843	ERS493328	ERX1782229	ERR1712040	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	7120696	578ecbc596312327444a725b1e93bf4a;e9a7dfbf80fb41789f06e88cfb7e07d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712040/ERR1712040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712040/ERR1712040_2.fastq.gz	525727071;490326482	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712040			TARA_20111004T2149Z_132_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002412
